date,equity
2018-02-28,1.0
2018-03-01,0.993783757244001
2018-03-02,1.005557463610268
2018-03-03,1.006285753064216
2018-03-04,0.9989905158828096
2018-03-05,0.9970557251822376
2018-03-06,0.99080898102372
2018-03-07,1.0265441125008146
2018-03-08,1.055796688420983
2018-03-09,1.134390022232751
2018-03-10,1.0814707906355236
2018-03-11,1.100451197511377
2018-03-12,1.0554744846920272
2018-03-13,1.0292958696703562
2018-03-14,1.01808860940894
2018-03-15,1.0850970350085298
2018-03-16,1.0633609961257022
2018-03-17,1.0573603904609068
2018-03-18,1.1098318590391398
2018-03-19,1.070345204724522
2018-03-20,1.0631115210070916
2018-03-21,1.0918785154935684
2018-03-22,1.0907421144930654
2018-03-23,1.0610319729713775
2018-03-24,1.024526646787468
2018-03-25,1.0144657148835217
2018-03-26,1.0162420414881994
2018-03-27,1.0575204005214882
2018-03-28,1.0649985397810962
2018-03-29,1.0975415548830565
2018-03-30,1.1106601880214937
2018-03-31,1.1403942701344787
2018-04-01,1.1509655643237255
2018-04-02,1.1228132837967255
2018-04-03,1.148831049817057
2018-04-04,1.151888225387491
2018-04-05,1.091496745625811
2018-04-06,1.103535539634529
2018-04-07,1.0895869457089464
2018-04-08,1.0853142044840158
2018-04-09,1.1022025091284018
2018-04-10,1.0705243580230064
2018-04-11,1.0664593592466218
2018-04-12,1.0502543374262374
2018-04-13,1.0231507549955017
2018-04-14,1.0180981563421068
2018-04-15,1.0174947928733298
2018-04-16,1.024290660080262
2018-04-17,1.0279852323683534
2018-04-18,1.007793706406661
2018-04-19,1.00914784775194
2018-04-20,1.02975040887938
2018-04-21,1.0636339800517849
2018-04-22,1.0524510407692271
2018-04-23,1.0491938843287587
2018-04-24,1.0683287548687157
2018-04-25,1.0653849584906854
2018-04-26,1.0419695006979068
2018-04-27,1.0203484240947198
2018-04-28,1.0003113172090212
2018-04-29,1.0192100202558776
2018-04-30,1.0023406684688756
2018-05-01,0.9792004605800028
2018-05-02,0.9656577779122286
2018-05-03,0.960589698380807
2018-05-04,0.9835208287175887
2018-05-05,0.999751173605169
2018-05-06,1.0015794958129631
2018-05-07,0.9875241524132052
2018-05-08,0.9794059150643086
2018-05-09,1.0063187229801682
2018-05-10,0.985447060576056
2018-05-11,1.0018560440673872
2018-05-12,1.0278864722777885
2018-05-13,1.0134583867236218
2018-05-14,0.9679007023297936
2018-05-15,0.946545879577981
2018-05-16,0.9353647868931644
2018-05-17,0.9280975226775346
2018-05-18,0.9498941916620791
2018-05-19,0.9482640318048436
2018-05-20,0.9234789493402517
2018-05-21,0.9396937142555967
2018-05-22,0.9148806029710451
2018-05-23,0.9745807303183431
2018-05-24,1.0005614955947384
2018-05-25,1.0017377613872058
2018-05-26,0.98755410937397
2018-05-27,0.990891570375698
2018-05-28,1.0210864242241815
2018-05-29,1.0347351760705028
2018-05-30,0.9945024327196014
2018-05-31,0.9992239795519325
2018-06-01,1.0032071817017736
2018-06-02,1.011220041263193
2018-06-03,1.0317400326553627
2018-06-04,1.0270792261648525
2018-06-05,1.0283847137780642
2018-06-06,0.9955621944735492
2018-06-07,1.0024883314899582
2018-06-08,0.9856002791355056
2018-06-09,0.976315160107508
2018-06-10,1.045327849436325
2018-06-11,1.1195184473917286
2018-06-12,1.088638716184949
2018-06-13,1.14094761334197
2018-06-14,1.1498093397129543
2018-06-15,1.1241132843349846
2018-06-16,1.1058771079291558
2018-06-17,1.0877352699776088
2018-06-18,1.0937195715699508
2018-06-19,1.0500982377658192
2018-06-20,1.03896057782654
2018-06-21,1.051716356985016
2018-06-22,1.0779581710655621
2018-06-23,1.1389946401237716
