date,equity
2018-02-28,1.0
2018-03-01,0.9766530754699096
2018-03-02,0.9645811869331634
2018-03-03,0.9791769285155234
2018-03-04,0.9832821270717249
2018-03-05,0.9837600756493048
2018-03-06,0.9614155358559032
2018-03-07,0.9888385099199195
2018-03-08,1.0290848626975813
2018-03-09,1.1396339637562996
2018-03-10,1.0722889909617703
2018-03-11,1.085126211374215
2018-03-12,1.059995028500152
2018-03-13,1.0367386466190078
2018-03-14,1.0217894910870915
2018-03-15,1.1591705899657576
2018-03-16,1.1259868685605323
2018-03-17,1.096632462607436
2018-03-18,1.152367966009359
2018-03-19,1.1086129194581291
2018-03-20,1.0994858525365627
2018-03-21,1.1393291823778124
2018-03-22,1.1368117881379742
2018-03-23,1.1328854299587046
2018-03-24,1.0824122926112143
2018-03-25,1.0377245031574174
2018-03-26,1.040084277102448
2018-03-27,1.1247054301216808
2018-03-28,1.14015963170871
2018-03-29,1.2029060010137256
2018-03-30,1.237466609605223
2018-03-31,1.2882097256925191
2018-04-01,1.3118795309927858
2018-04-02,1.2681675197199118
2018-04-03,1.2784745138832263
2018-04-04,1.273047744308337
2018-04-05,1.197607001945885
2018-04-06,1.2136623710031929
2018-04-07,1.1923290112799247
2018-04-08,1.208424247100261
2018-04-09,1.2692107810120548
2018-04-10,1.2013691530020885
2018-04-11,1.1647133848577305
2018-04-12,1.1504164199368578
2018-04-13,1.3419502620783246
2018-04-14,1.3451440900355056
2018-04-15,1.339161225565739
2018-04-16,1.3467484194324226
2018-04-17,1.3231686940465437
2018-04-18,1.2951296357155566
2018-04-19,1.3157691949579142
2018-04-20,1.3765358378375814
2018-04-21,1.4698829771432416
2018-04-22,1.467655793810658
2018-04-23,1.5085798980253806
2018-04-24,1.5727144364278163
2018-04-25,1.5635122846696856
2018-04-26,1.4886277541389048
2018-04-27,1.4489035435863407
2018-04-28,1.4283455045932225
2018-04-29,1.4515876325632149
2018-04-30,1.4227316414360935
2018-05-01,1.4053109676226154
2018-05-02,1.368396222780891
2018-05-03,1.3914188742687903
2018-05-04,1.4766392753212034
2018-05-05,1.5038544577174582
2018-05-06,1.4918389028951262
2018-05-07,1.49662491400349
2018-05-08,1.4745624191462656
2018-05-09,1.5363610825055016
2018-05-10,1.4722968256208318
2018-05-11,1.4241528833253654
2018-05-12,1.4786087055943329
2018-05-13,1.4505793283484985
2018-05-14,1.3814163968402149
2018-05-15,1.4248466023715198
2018-05-16,1.3616511789119872
2018-05-17,1.35108940668506
2018-05-18,1.3779553862063096
2018-05-19,1.3681145067006026
2018-05-20,1.3336792666676742
2018-05-21,1.3634648763557788
2018-05-22,1.3310213858457436
2018-05-23,1.4405099154875285
2018-05-24,1.4975109025851632
2018-05-25,1.5067650666576378
2018-05-26,1.489001423049177
2018-05-27,1.4355476541403396
2018-05-28,1.492184378053973
2018-05-29,1.5123615012805975
2018-05-30,1.4314466328766697
2018-05-31,1.4437926191914974
2018-06-01,1.4534452155009605
2018-06-02,1.4636743881160452
2018-06-03,1.4865078531044524
2018-06-04,1.4753223339289119
2018-06-05,1.473938331122709
2018-06-06,1.431164172749543
2018-06-07,1.439422897531505
2018-06-08,1.4208352555174946
2018-06-09,1.4133135615374455
2018-06-10,1.4803141661101562
2018-06-11,1.5930010865395627
2018-06-12,1.5544199507017002
2018-06-13,1.6351059785201119
2018-06-14,1.6511160392348379
2018-06-15,1.5694061981779173
2018-06-16,1.553078752878455
2018-06-17,1.5235638297086145
2018-06-18,1.530681896732085
2018-06-19,1.5115238451812676
2018-06-20,1.5072154390480992
2018-06-21,1.5317346940039958
2018-06-22,1.4751960839734888
2018-06-23,1.5471530241949059
2018-06-24,1.6098691732884354
2018-06-25,1.5572988804271324
2018-06-26,1.5597214207202055
2018-06-27,1.5562932806406748
2018-06-28,1.5478992266086382
2018-06-29,1.5915451302375028
2018-06-30,1.5449488279168075
2018-07-01,1.5434218197454375
2018-07-02,1.537848320521006
2018-07-03,1.5937290980986984
2018-07-04,1.5599453256186961
2018-07-05,1.5840792686593412
2018-07-06,1.5654789209407787
2018-07-07,1.5279420813191373
2018-07-08,1.4767226529257798
2018-07-09,1.4739046132895415
2018-07-10,1.4796272681946214
2018-07-11,1.5411360734774016
2018-07-12,1.5672768616776205
2018-07-13,1.5495775858013119
2018-07-14,1.561207602687161
2018-07-15,1.5470875026550657
2018-07-16,1.5046112354453836
2018-07-17,1.5707592963402355
2018-07-18,1.6837327131684727
2018-07-19,1.6350271237399518
2018-07-20,1.671281805783242
2018-07-21,1.6616072422917856
2018-07-22,1.6508389440856748
2018-07-23,1.6154046080905515
2018-07-24,1.5703041665760074
2018-07-25,1.6019724776111348
2018-07-26,1.5993881669553858
2018-07-27,1.5406848453266755
2018-07-28,1.5053307827722031
2018-07-29,1.51225566056588
2018-07-30,1.5118226935974717
2018-07-31,1.5299163900950017
2018-08-01,1.634081555939784
2018-08-02,1.6232710082193436
2018-08-03,1.6725219066703634
2018-08-04,1.6530655682203403
2018-08-05,1.6839730396990782
2018-08-06,1.662457442600508
2018-08-07,1.6621638221045838
2018-08-08,1.7107845936470558
2018-08-09,1.7458884968359443
2018-08-10,1.7254842744763481
2018-08-11,1.8638607374952763
2018-08-12,1.8166370432746874
