date,equity
2019-02-28,1.0
2019-03-01,1.0111873784015497
2019-03-02,1.0225232116663046
2019-03-03,1.0167344952165072
2019-03-04,0.9944900273907792
2019-03-05,1.0522048707398233
2019-03-06,1.0754716327215474
2019-03-07,1.0823972505437462
2019-03-08,1.0712244820855092
2019-03-09,1.0754087534510128
2019-03-10,1.0580593929203086
2019-03-11,1.0540046861183383
2019-03-12,1.0656818745525523
2019-03-13,1.05428899508584
2019-03-14,1.0652178135657107
2019-03-15,1.0970792266038019
2019-03-16,1.1250599333530626
2019-03-17,1.109987893734122
2019-03-18,1.1011703529084436
2019-03-19,1.1161640714147183
2019-03-20,1.1305320581842793
2019-03-21,1.1064961232970418
2019-03-22,1.1428180187610149
2019-03-23,1.1864930559700138
2019-03-24,1.1656913090611936
2019-03-25,1.1414695784100135
2019-03-26,1.1574146356241841
2019-03-27,1.207167171171783
2019-03-28,1.1902909275516704
2019-03-29,1.2261389230260753
2019-03-30,1.227208001221607
2019-03-31,1.214003495504947
2019-04-01,1.2269361393786262
2019-04-02,1.4030855948549519
2019-04-03,1.4718103280135069
2019-04-04,1.4462964334018218
2019-04-05,1.504964175825086
2019-04-06,1.520826081296538
2019-04-07,1.517351539496408
2019-04-08,1.4735301129394252
2019-04-09,1.4404418242116916
2019-04-10,1.4810878032626198
2019-04-11,1.3808146381223791
2019-04-12,1.3716578162872808
2019-04-13,1.3682463536631484
2019-04-14,1.4121512182792921
2019-04-15,1.3625837392913873
2019-04-16,1.380877995355073
2019-04-17,1.3769130273023702
2019-04-18,1.3902645436157146
2019-04-19,1.37839290614032
2019-04-20,1.356132451397117
2019-04-21,1.3099221489535577
2019-04-22,1.3278603558382365
2019-04-23,1.2836998509990458
2019-04-24,1.2590812609565403
2019-04-25,1.2520864616142855
2019-04-26,1.2604239715323493
2019-04-27,1.2493158573954952
2019-04-28,1.2425423173971428
2019-04-29,1.2457809347989175
2019-04-30,1.2580642561215631
2019-05-01,1.2683015945347658
2019-05-02,1.2826834943090932
2019-05-03,1.3299221589923103
2019-05-04,1.3423680289493307
2019-05-05,1.3306884587259982
2019-05-06,1.3173361015724394
2019-05-07,1.3387601817971255
2019-05-08,1.343378665682115
2019-05-09,1.3726678658600175
2019-05-10,1.3928902035940984
2019-05-11,1.4389006061531096
2019-05-12,1.440108547124542
2019-05-13,1.4733843122225312
2019-05-14,1.3824370415687448
2019-05-15,1.4782326110817317
2019-05-16,1.404784731945622
2019-05-17,1.3313334061466122
2019-05-18,1.3026284382239421
2019-05-19,1.4150452667773759
2019-05-20,1.3701803383570008
2019-05-21,1.3673771983449283
2019-05-22,1.3335700423685237
2019-05-23,1.347687336264421
2019-05-24,1.4346333270371074
2019-05-25,1.455066133548825
2019-05-26,1.537131850204799
2019-05-27,1.5888168220027927
2019-05-28,1.5838084130339902
2019-05-29,1.582902131380692
2019-05-30,1.5166631472796561
2019-05-31,1.5774432921433894
2019-06-01,1.5500767082799156
2019-06-02,1.5678153334095988
2019-06-03,1.4871458207727368
2019-06-04,1.4406993318318735
2019-06-05,1.4558305783540213
2019-06-06,1.5216861803182038
2019-06-07,1.5616669531649898
2019-06-08,1.560771655456673
2019-06-09,1.5218028328959796
2019-06-10,1.6290381632723478
2019-06-11,1.6546500852018124
2019-06-12,1.646266353222971
2019-06-13,1.5809023772190092
2019-06-14,1.581835436025486
2019-06-15,1.6248510435083423
2019-06-16,1.6312208163632338
2019-06-17,1.6259015681990021
2019-06-18,1.6086214169349746
2019-06-19,1.6201215710800738
2019-06-20,1.6311854583399041
2019-06-21,1.6831194631398025
2019-06-22,1.7423535853972993
2019-06-23,1.7027794687301938
2019-06-24,1.6975104255335827
2019-06-25,1.730190093728217
2019-06-26,1.738688870337927
2019-06-27,1.5633823413906112
2019-06-28,1.6313214463981263
2019-06-29,1.704250735617585
2019-06-30,1.5989428823280099
2019-07-01,1.5730507328265162
2019-07-02,1.5726675381075415
2019-07-03,1.6137142163499827
2019-07-04,1.6119049710591127
2019-07-05,1.6102100778928303
2019-07-06,1.6029588017497527
2019-07-07,1.6018634843702895
2019-07-08,1.644569314294756
2019-07-09,1.6426310075017776
2019-07-10,1.6106514334829423
2019-07-11,1.610784900011565
2019-07-12,1.5836749857959245
2019-07-13,1.6081482624938013
2019-07-14,1.6752868962602894
2019-07-15,1.6835407778821918
2019-07-16,1.7284694986131426
2019-07-17,1.6673437592746128
2019-07-18,1.629850087944337
2019-07-19,1.6347548731320434
2019-07-20,1.6079528625676982
2019-07-21,1.613463672778155
2019-07-22,1.6391189907136874
2019-07-23,1.6715409868494158
2019-07-24,1.6310400207774405
2019-07-25,1.6373645505268124
2019-07-26,1.607776114233961
2019-07-27,1.6588347060924327
2019-07-28,1.6528719771715086
2019-07-29,1.6497888523279667
2019-07-30,1.643920850665313
2019-07-31,1.599710430757057
2019-08-01,1.6058162558359554
2019-08-02,1.6279384467544893
2019-08-03,1.6207985007985815
2019-08-04,1.6291764150167227
2019-08-05,1.5964623191886191
2019-08-06,1.636534841157724
2019-08-07,1.6455393875919506
2019-08-08,1.6494399116394802
2019-08-09,1.7011499394489802
2019-08-10,1.6867251694380907
2019-08-11,1.6512005222118582
2019-08-12,1.6788112670020692
2019-08-13,1.6936048521588907
2019-08-14,1.7999876252478122
2019-08-15,1.792760288726413
2019-08-16,1.8042178142597272
2019-08-17,1.8064185492965532
2019-08-18,1.759713799447763
2019-08-19,1.74984670308138
2019-08-20,1.7709528642025603
2019-08-21,1.8055454399976214
2019-08-22,1.793721108793301
2019-08-23,1.7716782698270468
2019-08-24,1.7880052066472265
2019-08-25,1.796809771935553
2019-08-26,1.7856972798932929
2019-08-27,1.7916305565545647
2019-08-28,1.909300533973807
2019-08-29,1.932743034821572
2019-08-30,1.926963246756709
2019-08-31,1.9233887734002624
2019-09-01,1.922690333909536
2019-09-02,1.9003698273879404
2019-09-03,1.8729426575672292
2019-09-04,1.895560948666808
2019-09-05,1.9181518926951444
2019-09-06,1.9050208520528251
2019-09-07,1.8690804744994463
2019-09-08,1.8461911103453172
2019-09-09,1.8449692771643036
2019-09-10,1.8240463601074293
2019-09-11,1.8417121350337144
2019-09-12,1.8574356855643055
2019-09-13,1.8447903457740475
2019-09-14,1.8384469031101034
2019-09-15,1.827971018510696
2019-09-16,1.844841662824925
2019-09-17,1.9164709338475074
2019-09-18,2.0333859848108067
2019-09-19,1.986557890596103
2019-09-20,1.973090826562481
2019-09-21,1.9650726562388077
2019-09-22,1.9032867231504427
2019-09-23,1.8566739821546074
2019-09-24,2.030836395656607
2019-09-25,1.9598789255997893
2019-09-26,1.9974411383095434
2019-09-27,1.978728015896007
2019-09-28,1.9895184994739488
2019-09-29,2.0246433753147466
2019-09-30,1.9550686748323158
2019-10-01,1.9817437392981858
2019-10-02,1.954419270084922
2019-10-03,1.9783336663572175
2019-10-04,1.9549189073084954
2019-10-05,1.946948354961837
2019-10-06,1.9716026348600673
2019-10-07,1.8767414178487476
2019-10-08,1.8803942676462755
2019-10-09,1.8352535381420103
2019-10-10,1.7927215108874177
2019-10-11,1.7578467433255212
2019-10-12,1.7682079957527341
2019-10-13,1.793252130151352
2019-10-14,1.8352398585113916
2019-10-15,1.7781889955883847
2019-10-16,1.771506761265435
2019-10-17,1.7829094719868184
2019-10-18,1.782483155745213
2019-10-19,1.7600139117129279
2019-10-20,1.7493205770550115
2019-10-21,1.7523833975799037
2019-10-22,1.7663436247311601
2019-10-23,1.7955536073541423
2019-10-24,1.7769709721754363
2019-10-25,1.5840479829569754
2019-10-26,1.6255252799097308
2019-10-27,1.660599002134905
2019-10-28,1.6160092820791039
2019-10-29,1.6456728598614925
2019-10-30,1.6172662819985482
2019-10-31,1.6225632277080684
2019-11-01,1.6176012720950048
2019-11-02,1.625004197820526
2019-11-03,1.6182437927449544
2019-11-04,1.6522976905392077
2019-11-05,1.6518306978346273
2019-11-06,1.6683325951400063
2019-11-07,1.6253277105964505
2019-11-08,1.571943364190156
2019-11-09,1.576943604514142
2019-11-10,1.580199939853069
2019-11-11,1.5951605460008977
2019-11-12,1.5927452350346514
2019-11-13,1.589387278969617
2019-11-14,1.5883466128849637
2019-11-15,1.635041666903037
2019-11-16,1.6264555874126763
2019-11-17,1.6282045410358463
2019-11-18,1.681395432926878
2019-11-19,1.678278298771068
2019-11-20,1.6760117632330327
2019-11-21,1.7397721158736956
2019-11-22,1.808531122918168
2019-11-23,1.80363993360033
2019-11-24,1.8698661016203257
2019-11-25,1.8456595981194373
2019-11-26,1.8354567502046604
2019-11-27,1.8074206939986228
2019-11-28,1.826062041459573
2019-11-29,1.7908724162640788
2019-11-30,1.8196187385129365
2019-12-01,1.828453013145804
